Running build/bin/traccc_seq_example_cuda tml_detector/trackml-detector.csv tml_pixels/ 1
Starting CUDA clusterization.
Number of modules: 3859
Idx: 2496, i.e. (39, 0): Cell position: (78, 994) activation: 0.050836
Idx: 3694, i.e. (57, 46): Cell position: (138, 1029) activation: 0.010373
Idx: 3695, i.e. (57, 47): Cell position: (20, 1248) activation: 0.011588
Idx: 3698, i.e. (57, 50): Cell position: (101, 1273) activation: 0.012405
Idx: 3700, i.e. (57, 52): Cell position: (297, 1238) activation: 0.011386
Idx: 3702, i.e. (57, 54): Cell position: (218, 1163) activation: 0.010660
Idx: 3703, i.e. (57, 55): Cell position: (234, 1085) activation: 0.011708
Idx: 3704, i.e. (57, 56): Cell position: (110, 1119) activation: 0.021694
Idx: 3709, i.e. (57, 61): Cell position: (134, 959) activation: 0.016259
Idx: 3009, i.e. (47, 1): Cell position: (195, 907) activation: 0.052897
Idx: 3012, i.e. (47, 4): Cell position: (99, 1114) activation: 0.056254
Idx: 3013, i.e. (47, 5): Cell position: (141, 960) activation: 0.056629
Idx: 3016, i.e. (47, 8): Cell position: (313, 1268) activation: 0.056252
Idx: 3020, i.e. (47, 12): Cell position: (191, 433) activation: 0.056411
Idx: 3021, i.e. (47, 13): Cell position: (182, 701) activation: 0.056265
Idx: 3024, i.e. (47, 16): Cell position: (56, 922) activation: 0.056274
Idx: 3025, i.e. (47, 17): Cell position: (25, 789) activation: 0.022609
Idx: 3026, i.e. (47, 18): Cell position: (181, 772) activation: 0.034682
Idx: 3029, i.e. (47, 21): Cell position: (193, 834) activation: 0.028570
Idx: 3030, i.e. (47, 22): Cell position: (125, 1069) activation: 0.048181
Idx: 3032, i.e. (47, 24): Cell position: (275, 890) activation: 0.056419
Idx: 3035, i.e. (47, 27): Cell position: (96, 854) activation: 0.039022
Idx: 3038, i.e. (47, 30): Cell position: (263, 984) activation: 0.037267
Idx: 3040, i.e. (47, 32): Cell position: (249, 764) activation: 0.056441
Idx: 3041, i.e. (47, 33): Cell position: (52, 710) activation: 0.056357
Idx: 3042, i.e. (47, 34): Cell position: (104, 880) activation: 0.024170
Idx: 3043, i.e. (47, 35): Cell position: (152, 928) activation: 0.056252
Idx: 3046, i.e. (47, 38): Cell position: (73, 90) activation: 0.022681
Idx: 3047, i.e. (47, 39): Cell position: (247, 1121) activation: 0.056256
Idx: 3050, i.e. (47, 42): Cell position: (58, 590) activation: 0.056904
Idx: 3051, i.e. (47, 43): Cell position: (331, 983) activation: 0.056565
Idx: 3052, i.e. (47, 44): Cell position: (132, 396) activation: 0.039866
Idx: 3056, i.e. (47, 48): Cell position: (243, 745) activation: 0.021989
Idx: 3057, i.e. (47, 49): Cell position: (55, 459) activation: 0.056509
Idx: 3058, i.e. (47, 50): Cell position: (41, 836) activation: 0.056296
Idx: 3059, i.e. (47, 51): Cell position: (122, 749) activation: 0.056537
Idx: 3060, i.e. (47, 52): Cell position: (152, 883) activation: 0.054568
Idx: 3063, i.e. (47, 55): Cell position: (148, 514) activation: 0.026532
Idx: 3065, i.e. (47, 57): Cell position: (286, 1127) activation: 0.056265
Idx: 3066, i.e. (47, 58): Cell position: (13, 1244) activation: 0.056252
Idx: 3067, i.e. (47, 59): Cell position: (149, 802) activation: 0.056257
Idx: 3068, i.e. (47, 60): Cell position: (64, 324) activation: 0.056801
Idx: 3069, i.e. (47, 61): Cell position: (264, 542) activation: 0.056357
Idx: 3071, i.e. (47, 63): Cell position: (88, 913) activation: 0.056262
Idx: 1856, i.e. (29, 0): Cell position: (236, 807) activation: 0.056742
Idx: 1857, i.e. (29, 1): Cell position: (83, 1170) activation: 0.024175
Idx: 1858, i.e. (29, 2): Cell position: (23, 983) activation: 0.012037
Idx: 1861, i.e. (29, 5): Cell position: (275, 492) activation: 0.056523
Idx: 1863, i.e. (29, 7): Cell position: (200, 1006) activation: 0.027162
Idx: 1864, i.e. (29, 8): Cell position: (100, 1202) activation: 0.057369
Idx: 1865, i.e. (29, 9): Cell position: (297, 693) activation: 0.041547
Idx: 1866, i.e. (29, 10): Cell position: (163, 1038) activation: 0.018017
Idx: 1867, i.e. (29, 11): Cell position: (182, 707) activation: 0.015965
Idx: 1872, i.e. (29, 16): Cell position: (215, 321) activation: 0.031084
Idx: 1873, i.e. (29, 17): Cell position: (254, 435) activation: 0.011082
Idx: 1876, i.e. (29, 20): Cell position: (123, 520) activation: 0.056410
Idx: 1877, i.e. (29, 21): Cell position: (240, 1093) activation: 0.056380
Idx: 1879, i.e. (29, 23): Cell position: (46, 999) activation: 0.056587
Idx: 1881, i.e. (29, 25): Cell position: (124, 1222) activation: 0.056747
Idx: 1882, i.e. (29, 26): Cell position: (280, 965) activation: 0.056500
Idx: 1883, i.e. (29, 27): Cell position: (166, 828) activation: 0.026180
Idx: 1884, i.e. (29, 28): Cell position: (206, 720) activation: 0.031142
Idx: 1885, i.e. (29, 29): Cell position: (315, 563) activation: 0.056308
Idx: 1886, i.e. (29, 30): Cell position: (299, 570) activation: 0.056444
Idx: 1887, i.e. (29, 31): Cell position: (14, 627) activation: 0.016860
Idx: 3415, i.e. (53, 23): Cell position: (10, 1266) activation: 0.030349
Idx: 1761, i.e. (27, 33): Cell position: (281, 623) activation: 0.011152
Idx: 1763, i.e. (27, 35): Cell position: (71, 526) activation: 0.044849
Idx: 1764, i.e. (27, 36): Cell position: (185, 1033) activation: 0.030332
Idx: 1765, i.e. (27, 37): Cell position: (109, 1087) activation: 0.050391
Idx: 1767, i.e. (27, 39): Cell position: (42, 839) activation: 0.023904
Idx: 1770, i.e. (27, 42): Cell position: (47, 657) activation: 0.022077
Idx: 1771, i.e. (27, 43): Cell position: (218, 701) activation: 0.022639
Idx: 1772, i.e. (27, 44): Cell position: (202, 703) activation: 0.035686
Idx: 1775, i.e. (27, 47): Cell position: (185, 953) activation: 0.051535
Idx: 1776, i.e. (27, 48): Cell position: (166, 860) activation: 0.057876
Idx: 1777, i.e. (27, 49): Cell position: (45, 742) activation: 0.011193
Idx: 1780, i.e. (27, 52): Cell position: (265, 821) activation: 0.056788
Idx: 1781, i.e. (27, 53): Cell position: (268, 943) activation: 0.017579
Idx: 1783, i.e. (27, 55): Cell position: (5, 1011) activation: 0.012013
Idx: 1784, i.e. (27, 56): Cell position: (5, 920) activation: 0.016549
Idx: 1786, i.e. (27, 58): Cell position: (47, 820) activation: 0.014368
Idx: 1789, i.e. (27, 61): Cell position: (278, 962) activation: 0.056340
Idx: 1790, i.e. (27, 62): Cell position: (140, 838) activation: 0.019338
Idx: 832, i.e. (13, 0): Cell position: (218, 94) activation: 0.056265
Idx: 833, i.e. (13, 1): Cell position: (37, 62) activation: 0.056326
Idx: 834, i.e. (13, 2): Cell position: (216, 74) activation: 0.018502
Idx: 835, i.e. (13, 3): Cell position: (318, 45) activation: 0.056277
Idx: 836, i.e. (13, 4): Cell position: (25, 44) activation: 0.056624
Idx: 837, i.e. (13, 5): Cell position: (184, 124) activation: 0.056275
Idx: 838, i.e. (13, 6): Cell position: (177, 10) activation: 0.056287
Idx: 839, i.e. (13, 7): Cell position: (40, 116) activation: 0.056793
Idx: 840, i.e. (13, 8): Cell position: (45, 69) activation: 0.056445
Idx: 841, i.e. (13, 9): Cell position: (192, 109) activation: 0.056287
Idx: 842, i.e. (13, 10): Cell position: (281, 40) activation: 0.014652
Idx: 843, i.e. (13, 11): Cell position: (41, 83) activation: 0.021163
Idx: 844, i.e. (13, 12): Cell position: (321, 75) activation: 0.056338
Idx: 845, i.e. (13, 13): Cell position: (37, 49) activation: 0.056483
Idx: 846, i.e. (13, 14): Cell position: (217, 101) activation: 0.056271
Idx: 847, i.e. (13, 15): Cell position: (292, 82) activation: 0.056260
Idx: 848, i.e. (13, 16): Cell position: (330, 118) activation: 0.056304
Idx: 849, i.e. (13, 17): Cell position: (63, 41) activation: 0.056860
Idx: 850, i.e. (13, 18): Cell position: (143, 132) activation: 0.056406
Idx: 851, i.e. (13, 19): Cell position: (58, 81) activation: 0.066575
Idx: 852, i.e. (13, 20): Cell position: (30, 72) activation: 0.056690
Idx: 853, i.e. (13, 21): Cell position: (277, 156) activation: 0.056250
Idx: 854, i.e. (13, 22): Cell position: (67, 76) activation: 0.056630
Idx: 855, i.e. (13, 23): Cell position: (194, 83) activation: 0.019568
Idx: 856, i.e. (13, 24): Cell position: (127, 16) activation: 0.019868
Idx: 857, i.e. (13, 25): Cell position: (171, 49) activation: 0.056384
Idx: 858, i.e. (13, 26): Cell position: (6, 101) activation: 0.012719
Idx: 859, i.e. (13, 27): Cell position: (41, 109) activation: 0.020420
Idx: 860, i.e. (13, 28): Cell position: (217, 88) activation: 0.056268
Idx: 861, i.e. (13, 29): Cell position: (108, 117) activation: 0.056916
Idx: 862, i.e. (13, 30): Cell position: (28, 182) activation: 0.017381
Idx: 863, i.e. (13, 31): Cell position: (326, 121) activation: 0.056543
Idx: 1472, i.e. (23, 0): Cell position: (326, 592) activation: 0.053426
Idx: 1473, i.e. (23, 1): Cell position: (320, 940) activation: 0.056384
Idx: 1474, i.e. (23, 2): Cell position: (326, 137) activation: 0.055311
Idx: 1475, i.e. (23, 3): Cell position: (226, 602) activation: 0.030706
Idx: 1477, i.e. (23, 5): Cell position: (212, 1259) activation: 0.056259
Idx: 1478, i.e. (23, 6): Cell position: (204, 235) activation: 0.034835
Idx: 1479, i.e. (23, 7): Cell position: (123, 801) activation: 0.056252
Idx: 1480, i.e. (23, 8): Cell position: (62, 573) activation: 0.056314
Idx: 1481, i.e. (23, 9): Cell position: (119, 762) activation: 0.056279
Idx: 1482, i.e. (23, 10): Cell position: (67, 825) activation: 0.056372
Idx: 1483, i.e. (23, 11): Cell position: (21, 641) activation: 0.015147
Idx: 1484, i.e. (23, 12): Cell position: (107, 991) activation: 0.056706
Idx: 1485, i.e. (23, 13): Cell position: (142, 814) activation: 0.056349
Idx: 1486, i.e. (23, 14): Cell position: (304, 636) activation: 0.017002
Idx: 1487, i.e. (23, 15): Cell position: (13, 512) activation: 0.011995
Idx: 1489, i.e. (23, 17): Cell position: (305, 377) activation: 0.017001
Idx: 1490, i.e. (23, 18): Cell position: (289, 1205) activation: 0.056292
Idx: 1491, i.e. (23, 19): Cell position: (191, 361) activation: 0.056254
Idx: 1492, i.e. (23, 20): Cell position: (326, 1097) activation: 0.056264
Idx: 1493, i.e. (23, 21): Cell position: (237, 920) activation: 0.056324
Idx: 1494, i.e. (23, 22): Cell position: (195, 726) activation: 0.023637
Idx: 1497, i.e. (23, 25): Cell position: (65, 287) activation: 0.056422
Idx: 1498, i.e. (23, 26): Cell position: (4, 445) activation: 0.056285
Idx: 1499, i.e. (23, 27): Cell position: (286, 746) activation: 0.054874
Idx: 1500, i.e. (23, 28): Cell position: (0, 620) activation: 0.056402
Idx: 1501, i.e. (23, 29): Cell position: (250, 164) activation: 0.056301
Idx: 1502, i.e. (23, 30): Cell position: (301, 1117) activation: 0.056281
Idx: 1503, i.e. (23, 31): Cell position: (148, 804) activation: 0.037483
Idx: 2112, i.e. (33, 0): Cell position: (323, 251) activation: 0.056296
Idx: 2113, i.e. (33, 1): Cell position: (37, 398) activation: 0.056379
Idx: 2116, i.e. (33, 4): Cell position: (287, 371) activation: 0.056252
Idx: 2117, i.e. (33, 5): Cell position: (5, 495) activation: 0.056305
Idx: 2118, i.e. (33, 6): Cell position: (197, 516) activation: 0.056289
Idx: 2119, i.e. (33, 7): Cell position: (167, 793) activation: 0.056377
Idx: 2120, i.e. (33, 8): Cell position: (269, 1161) activation: 0.056262
Idx: 2121, i.e. (33, 9): Cell position: (301, 1098) activation: 0.056252
Idx: 2122, i.e. (33, 10): Cell position: (264, 462) activation: 0.056251
Idx: 2123, i.e. (33, 11): Cell position: (243, 51) activation: 0.056285
Idx: 2124, i.e. (33, 12): Cell position: (211, 273) activation: 0.056414
Idx: 2125, i.e. (33, 13): Cell position: (297, 169) activation: 0.056252
Idx: 2126, i.e. (33, 14): Cell position: (18, 280) activation: 0.056284
Idx: 2127, i.e. (33, 15): Cell position: (301, 222) activation: 0.056277
Idx: 2128, i.e. (33, 16): Cell position: (15, 397) activation: 0.056335
Idx: 2131, i.e. (33, 19): Cell position: (295, 1259) activation: 0.056413
Idx: 2132, i.e. (33, 20): Cell position: (11, 1175) activation: 0.056605
Idx: 2135, i.e. (33, 23): Cell position: (30, 994) activation: 0.056252
Idx: 2137, i.e. (33, 25): Cell position: (17, 578) activation: 0.056254
Idx: 2140, i.e. (33, 28): Cell position: (14, 1124) activation: 0.056679
Idx: 2796, i.e. (43, 44): Cell position: (234, 968) activation: 0.029214
Idx: 2148, i.e. (33, 36): Cell position: (197, 1120) activation: 0.056257
Idx: 2155, i.e. (33, 43): Cell position: (75, 777) activation: 0.056948
Idx: 2157, i.e. (33, 45): Cell position: (284, 580) activation: 0.056453
Idx: 2165, i.e. (33, 53): Cell position: (130, 529) activation: 0.056542
Idx: 2166, i.e. (33, 54): Cell position: (16, 972) activation: 0.056286
Idx: 2171, i.e. (33, 59): Cell position: (101, 551) activation: 0.056306
Idx: 1504, i.e. (23, 32): Cell position: (103, 468) activation: 0.052362
Idx: 1506, i.e. (23, 34): Cell position: (276, 165) activation: 0.056284
Idx: 1507, i.e. (23, 35): Cell position: (20, 183) activation: 0.056348
Idx: 1508, i.e. (23, 36): Cell position: (261, 373) activation: 0.056350
Idx: 1509, i.e. (23, 37): Cell position: (288, 737) activation: 0.027121
Idx: 1511, i.e. (23, 39): Cell position: (296, 731) activation: 0.049687
Idx: 1514, i.e. (23, 42): Cell position: (204, 646) activation: 0.056347
Idx: 1515, i.e. (23, 43): Cell position: (140, 510) activation: 0.056260
Idx: 1516, i.e. (23, 44): Cell position: (110, 1253) activation: 0.056491
Idx: 1517, i.e. (23, 45): Cell position: (0, 1159) activation: 0.056282
Idx: 1518, i.e. (23, 46): Cell position: (40, 291) activation: 0.030444
Idx: 1519, i.e. (23, 47): Cell position: (173, 811) activation: 0.055460
Idx: 1520, i.e. (23, 48): Cell position: (210, 965) activation: 0.017050
Idx: 1521, i.e. (23, 49): Cell position: (213, 868) activation: 0.056255
Idx: 1523, i.e. (23, 51): Cell position: (221, 608) activation: 0.010679
Idx: 1524, i.e. (23, 52): Cell position: (65, 432) activation: 0.056445
Idx: 1526, i.e. (23, 54): Cell position: (218, 573) activation: 0.056637
Idx: 1527, i.e. (23, 55): Cell position: (258, 833) activation: 0.056264
Idx: 1530, i.e. (23, 58): Cell position: (118, 1265) activation: 0.056318
Idx: 1532, i.e. (23, 60): Cell position: (241, 1134) activation: 0.056542
Idx: 1533, i.e. (23, 61): Cell position: (268, 411) activation: 0.056272
Idx: 1534, i.e. (23, 62): Cell position: (319, 891) activation: 0.056256
Idx: 1535, i.e. (23, 63): Cell position: (37, 821) activation: 0.054578
Idx: 1568, i.e. (24, 32): Cell position: (160, 216) activation: 0.029959
Idx: 1569, i.e. (24, 33): Cell position: (294, 229) activation: 0.056322
Idx: 1570, i.e. (24, 34): Cell position: (104, 445) activation: 0.051320
Idx: 1571, i.e. (24, 35): Cell position: (33, 583) activation: 0.056995
Idx: 1572, i.e. (24, 36): Cell position: (137, 1267) activation: 0.010862
Idx: 1573, i.e. (24, 37): Cell position: (272, 641) activation: 0.056401
Idx: 1574, i.e. (24, 38): Cell position: (249, 1114) activation: 0.056266
Idx: 1576, i.e. (24, 40): Cell position: (25, 887) activation: 0.037243
Idx: 1577, i.e. (24, 41): Cell position: (301, 682) activation: 0.045682
Idx: 1578, i.e. (24, 42): Cell position: (303, 459) activation: 0.054137
Idx: 1579, i.e. (24, 43): Cell position: (270, 184) activation: 0.042005
Idx: 1580, i.e. (24, 44): Cell position: (153, 405) activation: 0.056451
Idx: 1581, i.e. (24, 45): Cell position: (60, 759) activation: 0.056890
Idx: 1582, i.e. (24, 46): Cell position: (50, 370) activation: 0.033142
Idx: 1583, i.e. (24, 47): Cell position: (46, 300) activation: 0.045368
Idx: 1585, i.e. (24, 49): Cell position: (334, 805) activation: 0.056345
Idx: 1586, i.e. (24, 50): Cell position: (49, 723) activation: 0.032108
Idx: 1587, i.e. (24, 51): Cell position: (75, 246) activation: 0.056330
Idx: 1589, i.e. (24, 53): Cell position: (238, 1256) activation: 0.056433
Idx: 1590, i.e. (24, 54): Cell position: (286, 1260) activation: 0.056497
Idx: 1591, i.e. (24, 55): Cell position: (198, 492) activation: 0.016801
Idx: 1592, i.e. (24, 56): Cell position: (141, 296) activation: 0.056299
Idx: 1593, i.e. (24, 57): Cell position: (208, 554) activation: 0.056268
Idx: 1594, i.e. (24, 58): Cell position: (310, 198) activation: 0.056296
Idx: 1595, i.e. (24, 59): Cell position: (62, 124) activation: 0.057042
Idx: 1598, i.e. (24, 62): Cell position: (33, 732) activation: 0.022000
Idx: 1599, i.e. (24, 63): Cell position: (221, 75) activation: 0.056320
Idx: 864, i.e. (13, 32): Cell position: (189, 98) activation: 0.038687
Idx: 865, i.e. (13, 33): Cell position: (132, 99) activation: 0.029574
Idx: 866, i.e. (13, 34): Cell position: (221, 64) activation: 0.056276
Idx: 867, i.e. (13, 35): Cell position: (294, 102) activation: 0.017286
Idx: 868, i.e. (13, 36): Cell position: (203, 81) activation: 0.056297
Idx: 869, i.e. (13, 37): Cell position: (299, 23) activation: 0.056269
Idx: 870, i.e. (13, 38): Cell position: (142, 98) activation: 0.056265
Idx: 871, i.e. (13, 39): Cell position: (231, 28) activation: 0.056254
Idx: 872, i.e. (13, 40): Cell position: (72, 16) activation: 0.049756
Idx: 873, i.e. (13, 41): Cell position: (108, 15) activation: 0.014618
Idx: 874, i.e. (13, 42): Cell position: (304, 42) activation: 0.056268
Idx: 875, i.e. (13, 43): Cell position: (39, 61) activation: 0.056381
Idx: 876, i.e. (13, 44): Cell position: (309, 48) activation: 0.056315
Idx: 877, i.e. (13, 45): Cell position: (106, 46) activation: 0.056331
Idx: 878, i.e. (13, 46): Cell position: (165, 84) activation: 0.056271
Idx: 879, i.e. (13, 47): Cell position: (91, 114) activation: 0.027445
Idx: 880, i.e. (13, 48): Cell position: (130, 60) activation: 0.056287
Idx: 881, i.e. (13, 49): Cell position: (214, 96) activation: 0.043338
Idx: 882, i.e. (13, 50): Cell position: (48, 68) activation: 0.056521
Idx: 883, i.e. (13, 51): Cell position: (270, 80) activation: 0.056250
Idx: 884, i.e. (13, 52): Cell position: (226, 33) activation: 0.056259
Idx: 885, i.e. (13, 53): Cell position: (155, 76) activation: 0.056274
Idx: 886, i.e. (13, 54): Cell position: (88, 66) activation: 0.056449
Idx: 887, i.e. (13, 55): Cell position: (54, 30) activation: 0.056314
Idx: 888, i.e. (13, 56): Cell position: (177, 81) activation: 0.056260
Idx: 889, i.e. (13, 57): Cell position: (326, 64) activation: 0.056272
Idx: 890, i.e. (13, 58): Cell position: (2, 100) activation: 0.056356
Idx: 891, i.e. (13, 59): Cell position: (99, 15) activation: 0.026224
Idx: 892, i.e. (13, 60): Cell position: (22, 59) activation: 0.056489
Idx: 893, i.e. (13, 61): Cell position: (164, 48) activation: 0.056298
Idx: 894, i.e. (13, 62): Cell position: (276, 42) activation: 0.056253
Idx: 895, i.e. (13, 63): Cell position: (123, 34) activation: 0.056305
Idx: 3496, i.e. (54, 40): Cell position: (174, 879) activation: 0.023391
Idx: 896, i.e. (14, 0): Cell position: (147, 51) activation: 0.056287
Idx: 897, i.e. (14, 1): Cell position: (147, 102) activation: 0.018327
Idx: 898, i.e. (14, 2): Cell position: (73, 23) activation: 0.025029
Idx: 899, i.e. (14, 3): Cell position: (127, 11) activation: 0.032735
Idx: 900, i.e. (14, 4): Cell position: (181, 47) activation: 0.056258
Idx: 901, i.e. (14, 5): Cell position: (194, 11) activation: 0.045839
Idx: 902, i.e. (14, 6): Cell position: (79, 18) activation: 0.055204
